,Unnamed: 0,spk1,spk1_fid,spk1_path,spk2,spk2_fid,spk2_path,noise_type,noise_db,noise_path,mixture_path,overlap_ms,s1_silence_start_ms,s1_silence_end_ms
58,58,24M,sx19,/project/pi_mfiterau_umass_edu/TCD_TIMIT/24M/straightcam/sx19.wav,29M,si711,/project/pi_mfiterau_umass_edu/TCD_TIMIT/29M/straightcam/si711.wav,Cafe,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/10/volunteers/24M/straightcam/sx19.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/24M_sx19_29M_si711.wav,4000,4000.0,4000.0
59,59,24M,sx190,/project/pi_mfiterau_umass_edu/TCD_TIMIT/24M/straightcam/sx190.wav,03F,si1207,/project/pi_mfiterau_umass_edu/TCD_TIMIT/03F/straightcam/si1207.wav,LR,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/10/volunteers/24M/straightcam/sx190.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/24M_sx190_03F_si1207.wav,4000,4000.0,4000.0
60,60,24M,sx191,/project/pi_mfiterau_umass_edu/TCD_TIMIT/24M/straightcam/sx191.wav,29M,si887,/project/pi_mfiterau_umass_edu/TCD_TIMIT/29M/straightcam/si887.wav,Babble,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/-5/volunteers/24M/straightcam/sx191.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/24M_sx191_29M_si887.wav,4000,4000.0,4000.0
61,61,24M,sx192,/project/pi_mfiterau_umass_edu/TCD_TIMIT/24M/straightcam/sx192.wav,14M,sx164,/project/pi_mfiterau_umass_edu/TCD_TIMIT/14M/straightcam/sx164.wav,Street,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/-5/volunteers/24M/straightcam/sx192.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/24M_sx192_14M_sx164.wav,4000,4000.0,4000.0
62,62,24M,sx193,/project/pi_mfiterau_umass_edu/TCD_TIMIT/24M/straightcam/sx193.wav,50F,si2304,/project/pi_mfiterau_umass_edu/TCD_TIMIT/50F/straightcam/si2304.wav,LR,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/15/volunteers/24M/straightcam/sx193.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/24M_sx193_50F_si2304.wav,4000,4000.0,4000.0
63,63,24M,sx194,/project/pi_mfiterau_umass_edu/TCD_TIMIT/24M/straightcam/sx194.wav,02M,si1550,/project/pi_mfiterau_umass_edu/TCD_TIMIT/02M/straightcam/si1550.wav,Cafe,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/5/volunteers/24M/straightcam/sx194.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/24M_sx194_02M_si1550.wav,3669,3669.375,3669.375
64,64,24M,sx197,/project/pi_mfiterau_umass_edu/TCD_TIMIT/24M/straightcam/sx197.wav,26M,si1484,/project/pi_mfiterau_umass_edu/TCD_TIMIT/26M/straightcam/si1484.wav,Cafe,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/-5/volunteers/24M/straightcam/sx197.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/24M_sx197_26M_si1484.wav,3968,3968.0625,4000.0
65,65,24M,sx198,/project/pi_mfiterau_umass_edu/TCD_TIMIT/24M/straightcam/sx198.wav,47M,sx288,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/sx288.wav,Babble,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/0/volunteers/24M/straightcam/sx198.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/24M_sx198_47M_sx288.wav,4000,4000.0,4000.0
66,66,24M,sx199,/project/pi_mfiterau_umass_edu/TCD_TIMIT/24M/straightcam/sx199.wav,04M,sx224,/project/pi_mfiterau_umass_edu/TCD_TIMIT/04M/straightcam/sx224.wav,Cafe,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/5/volunteers/24M/straightcam/sx199.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/24M_sx199_04M_sx224.wav,4000,4000.0,4000.0
67,67,24M,sx20,/project/pi_mfiterau_umass_edu/TCD_TIMIT/24M/straightcam/sx20.wav,46F,si1270,/project/pi_mfiterau_umass_edu/TCD_TIMIT/46F/straightcam/si1270.wav,Car,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/0/volunteers/24M/straightcam/sx20.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/24M_sx20_46F_si1270.wav,4000,4000.0,4000.0
68,68,24M,sx200,/project/pi_mfiterau_umass_edu/TCD_TIMIT/24M/straightcam/sx200.wav,29M,si2235,/project/pi_mfiterau_umass_edu/TCD_TIMIT/29M/straightcam/si2235.wav,Street,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/5/volunteers/24M/straightcam/sx200.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/24M_sx200_29M_si2235.wav,4000,4000.0,4000.0
69,69,24M,sx273,/project/pi_mfiterau_umass_edu/TCD_TIMIT/24M/straightcam/sx273.wav,40F,si2189,/project/pi_mfiterau_umass_edu/TCD_TIMIT/40F/straightcam/si2189.wav,Cafe,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/0/volunteers/24M/straightcam/sx273.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/24M_sx273_40F_si2189.wav,4000,4000.0,4000.0
70,70,24M,sx279,/project/pi_mfiterau_umass_edu/TCD_TIMIT/24M/straightcam/sx279.wav,01M,si1266,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/si1266.wav,Street,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/20/volunteers/24M/straightcam/sx279.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/24M_sx279_01M_si1266.wav,4000,4000.0,4000.0
71,71,24M,sx280,/project/pi_mfiterau_umass_edu/TCD_TIMIT/24M/straightcam/sx280.wav,43F,sx247,/project/pi_mfiterau_umass_edu/TCD_TIMIT/43F/straightcam/sx247.wav,Babble,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/0/volunteers/24M/straightcam/sx280.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/24M_sx280_43F_sx247.wav,3541,3541.375,4000.0
72,72,24M,sx281,/project/pi_mfiterau_umass_edu/TCD_TIMIT/24M/straightcam/sx281.wav,31F,si1364,/project/pi_mfiterau_umass_edu/TCD_TIMIT/31F/straightcam/si1364.wav,Babble,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/15/volunteers/24M/straightcam/sx281.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/24M_sx281_31F_si1364.wav,4000,4000.0,4000.0
73,73,24M,sx282,/project/pi_mfiterau_umass_edu/TCD_TIMIT/24M/straightcam/sx282.wav,21M,sx428,/project/pi_mfiterau_umass_edu/TCD_TIMIT/21M/straightcam/sx428.wav,LR,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/10/volunteers/24M/straightcam/sx282.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/24M_sx282_21M_sx428.wav,4000,4000.0,4000.0
74,74,24M,sx283,/project/pi_mfiterau_umass_edu/TCD_TIMIT/24M/straightcam/sx283.wav,07F,sx87,/project/pi_mfiterau_umass_edu/TCD_TIMIT/07F/straightcam/sx87.wav,LR,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/15/volunteers/24M/straightcam/sx283.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/24M_sx283_07F_sx87.wav,4000,4000.0,4000.0
75,75,24M,sx284,/project/pi_mfiterau_umass_edu/TCD_TIMIT/24M/straightcam/sx284.wav,46F,sx367,/project/pi_mfiterau_umass_edu/TCD_TIMIT/46F/straightcam/sx367.wav,Street,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/5/volunteers/24M/straightcam/sx284.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/24M_sx284_46F_sx367.wav,4000,4000.0,4000.0
76,76,24M,sx286,/project/pi_mfiterau_umass_edu/TCD_TIMIT/24M/straightcam/sx286.wav,06M,si2320,/project/pi_mfiterau_umass_edu/TCD_TIMIT/06M/straightcam/si2320.wav,LR,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/-5/volunteers/24M/straightcam/sx286.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/24M_sx286_06M_si2320.wav,4000,4000.0,4000.0
77,77,24M,sx287,/project/pi_mfiterau_umass_edu/TCD_TIMIT/24M/straightcam/sx287.wav,59F,si1868,/project/pi_mfiterau_umass_edu/TCD_TIMIT/59F/straightcam/si1868.wav,Babble,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/0/volunteers/24M/straightcam/sx287.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/24M_sx287_59F_si1868.wav,4000,4000.0,4000.0
78,78,24M,sx288,/project/pi_mfiterau_umass_edu/TCD_TIMIT/24M/straightcam/sx288.wav,42M,sx143,/project/pi_mfiterau_umass_edu/TCD_TIMIT/42M/straightcam/sx143.wav,Street,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/20/volunteers/24M/straightcam/sx288.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/24M_sx288_42M_sx143.wav,4000,4000.0,4000.0
79,79,24M,sx289,/project/pi_mfiterau_umass_edu/TCD_TIMIT/24M/straightcam/sx289.wav,39M,si1815,/project/pi_mfiterau_umass_edu/TCD_TIMIT/39M/straightcam/si1815.wav,White,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/10/volunteers/24M/straightcam/sx289.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/24M_sx289_39M_si1815.wav,4000,4000.0,4000.0
80,80,24M,sx290,/project/pi_mfiterau_umass_edu/TCD_TIMIT/24M/straightcam/sx290.wav,29M,sx167,/project/pi_mfiterau_umass_edu/TCD_TIMIT/29M/straightcam/sx167.wav,Babble,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/5/volunteers/24M/straightcam/sx290.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/24M_sx290_29M_sx167.wav,4000,4000.0,4000.0
81,81,24M,sx3,/project/pi_mfiterau_umass_edu/TCD_TIMIT/24M/straightcam/sx3.wav,47M,si1390,/project/pi_mfiterau_umass_edu/TCD_TIMIT/47M/straightcam/si1390.wav,Cafe,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/0/volunteers/24M/straightcam/sx3.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/24M_sx3_47M_si1390.wav,3541,3541.375,4000.0
82,82,24M,sx363,/project/pi_mfiterau_umass_edu/TCD_TIMIT/24M/straightcam/sx363.wav,39M,si740,/project/pi_mfiterau_umass_edu/TCD_TIMIT/39M/straightcam/si740.wav,Babble,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/15/volunteers/24M/straightcam/sx363.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/24M_sx363_39M_si740.wav,4000,4000.0,4000.0
83,83,24M,sx369,/project/pi_mfiterau_umass_edu/TCD_TIMIT/24M/straightcam/sx369.wav,23M,sx365,/project/pi_mfiterau_umass_edu/TCD_TIMIT/23M/straightcam/sx365.wav,Cafe,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/0/volunteers/24M/straightcam/sx369.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/24M_sx369_23M_sx365.wav,4000,4000.0,4000.0
84,84,24M,sx370,/project/pi_mfiterau_umass_edu/TCD_TIMIT/24M/straightcam/sx370.wav,37F,sa2,/project/pi_mfiterau_umass_edu/TCD_TIMIT/37F/straightcam/sa2.wav,Street,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/5/volunteers/24M/straightcam/sx370.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/24M_sx370_37F_sa2.wav,4000,4000.0,4000.0
85,85,24M,sx371,/project/pi_mfiterau_umass_edu/TCD_TIMIT/24M/straightcam/sx371.wav,57M,si1909,/project/pi_mfiterau_umass_edu/TCD_TIMIT/57M/straightcam/si1909.wav,Street,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/0/volunteers/24M/straightcam/sx371.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/24M_sx371_57M_si1909.wav,4000,4000.0,4000.0
86,86,24M,sx372,/project/pi_mfiterau_umass_edu/TCD_TIMIT/24M/straightcam/sx372.wav,16M,sx260,/project/pi_mfiterau_umass_edu/TCD_TIMIT/16M/straightcam/sx260.wav,Street,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/5/volunteers/24M/straightcam/sx372.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/24M_sx372_16M_sx260.wav,4000,4000.0,4000.0
87,87,24M,sx373,/project/pi_mfiterau_umass_edu/TCD_TIMIT/24M/straightcam/sx373.wav,04M,sx403,/project/pi_mfiterau_umass_edu/TCD_TIMIT/04M/straightcam/sx403.wav,Babble,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/10/volunteers/24M/straightcam/sx373.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/24M_sx373_04M_sx403.wav,4000,4000.0,4000.0
88,88,24M,sx374,/project/pi_mfiterau_umass_edu/TCD_TIMIT/24M/straightcam/sx374.wav,38F,sx91,/project/pi_mfiterau_umass_edu/TCD_TIMIT/38F/straightcam/sx91.wav,Babble,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/-5/volunteers/24M/straightcam/sx374.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/24M_sx374_38F_sx91.wav,3946,3946.6875,4000.0
89,89,24M,sx376,/project/pi_mfiterau_umass_edu/TCD_TIMIT/24M/straightcam/sx376.wav,59F,sx331,/project/pi_mfiterau_umass_edu/TCD_TIMIT/59F/straightcam/sx331.wav,Car,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/-5/volunteers/24M/straightcam/sx376.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/24M_sx376_59F_sx331.wav,4000,4000.0,4000.0
90,90,24M,sx377,/project/pi_mfiterau_umass_edu/TCD_TIMIT/24M/straightcam/sx377.wav,43F,sx337,/project/pi_mfiterau_umass_edu/TCD_TIMIT/43F/straightcam/sx337.wav,LR,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/5/volunteers/24M/straightcam/sx377.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/24M_sx377_43F_sx337.wav,4000,4000.0,4000.0
91,91,24M,sx378,/project/pi_mfiterau_umass_edu/TCD_TIMIT/24M/straightcam/sx378.wav,04M,si1660,/project/pi_mfiterau_umass_edu/TCD_TIMIT/04M/straightcam/si1660.wav,Car,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/5/volunteers/24M/straightcam/sx378.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/24M_sx378_04M_si1660.wav,4000,4000.0,4000.0
92,92,24M,sx379,/project/pi_mfiterau_umass_edu/TCD_TIMIT/24M/straightcam/sx379.wav,20M,sx151,/project/pi_mfiterau_umass_edu/TCD_TIMIT/20M/straightcam/sx151.wav,Car,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/-5/volunteers/24M/straightcam/sx379.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/24M_sx379_20M_sx151.wav,4000,4000.0,4000.0
93,93,24M,sx380,/project/pi_mfiterau_umass_edu/TCD_TIMIT/24M/straightcam/sx380.wav,31F,sx277,/project/pi_mfiterau_umass_edu/TCD_TIMIT/31F/straightcam/sx277.wav,White,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/0/volunteers/24M/straightcam/sx380.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/24M_sx380_31F_sx277.wav,3861,3861.375,4000.0
94,94,24M,sx433,/project/pi_mfiterau_umass_edu/TCD_TIMIT/24M/straightcam/sx433.wav,31F,si1364,/project/pi_mfiterau_umass_edu/TCD_TIMIT/31F/straightcam/si1364.wav,LR,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/5/volunteers/24M/straightcam/sx433.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/24M_sx433_31F_si1364.wav,4000,4000.0,4000.0
95,95,24M,sx9,/project/pi_mfiterau_umass_edu/TCD_TIMIT/24M/straightcam/sx9.wav,07F,sx170,/project/pi_mfiterau_umass_edu/TCD_TIMIT/07F/straightcam/sx170.wav,White,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/-5/volunteers/24M/straightcam/sx9.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/24M_sx9_07F_sx170.wav,3477,3477.375,4000.0
96,96,24M,sx93,/project/pi_mfiterau_umass_edu/TCD_TIMIT/24M/straightcam/sx93.wav,39M,si912,/project/pi_mfiterau_umass_edu/TCD_TIMIT/39M/straightcam/si912.wav,Street,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/15/volunteers/24M/straightcam/sx93.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/24M_sx93_39M_si912.wav,3946,3946.6875,4000.0
97,97,24M,sx99,/project/pi_mfiterau_umass_edu/TCD_TIMIT/24M/straightcam/sx99.wav,48M,sx227,/project/pi_mfiterau_umass_edu/TCD_TIMIT/48M/straightcam/sx227.wav,Car,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/0/volunteers/24M/straightcam/sx99.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/24M_sx99_48M_sx227.wav,4000,4000.0,4000.0
98,98,04M,sa1,/project/pi_mfiterau_umass_edu/TCD_TIMIT/04M/straightcam/sa1.wav,59F,sx328,/project/pi_mfiterau_umass_edu/TCD_TIMIT/59F/straightcam/sx328.wav,Car,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/10/volunteers/04M/straightcam/sa1.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/04M_sa1_59F_sx328.wav,4000,4000.0,4000.0
99,99,04M,sa2,/project/pi_mfiterau_umass_edu/TCD_TIMIT/04M/straightcam/sa2.wav,39M,sx200,/project/pi_mfiterau_umass_edu/TCD_TIMIT/39M/straightcam/sx200.wav,White,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/0/volunteers/04M/straightcam/sa2.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/04M_sa2_39M_sx200.wav,4000,4000.0,4000.0
100,100,04M,si1037,/project/pi_mfiterau_umass_edu/TCD_TIMIT/04M/straightcam/si1037.wav,23M,si1651,/project/pi_mfiterau_umass_edu/TCD_TIMIT/23M/straightcam/si1651.wav,Street,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/15/volunteers/04M/straightcam/si1037.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/04M_si1037_23M_si1651.wav,4000,4000.0,4000.0
101,101,04M,si1040,/project/pi_mfiterau_umass_edu/TCD_TIMIT/04M/straightcam/si1040.wav,10M,sa1,/project/pi_mfiterau_umass_edu/TCD_TIMIT/10M/straightcam/sa1.wav,Car,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/20/volunteers/04M/straightcam/si1040.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/04M_si1040_10M_sa1.wav,4000,4000.0,4000.0
102,102,04M,si1103,/project/pi_mfiterau_umass_edu/TCD_TIMIT/04M/straightcam/si1103.wav,13F,si1317,/project/pi_mfiterau_umass_edu/TCD_TIMIT/13F/straightcam/si1317.wav,Car,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Car/-5/volunteers/04M/straightcam/si1103.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/04M_si1103_13F_si1317.wav,4000,4000.0,4000.0
103,103,04M,si1119,/project/pi_mfiterau_umass_edu/TCD_TIMIT/04M/straightcam/si1119.wav,20M,sx413,/project/pi_mfiterau_umass_edu/TCD_TIMIT/20M/straightcam/sx413.wav,Cafe,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/10/volunteers/04M/straightcam/si1119.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/04M_si1119_20M_sx413.wav,4000,4000.0,4000.0
104,104,04M,si1128,/project/pi_mfiterau_umass_edu/TCD_TIMIT/04M/straightcam/si1128.wav,01M,sx103,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/sx103.wav,Street,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/10/volunteers/04M/straightcam/si1128.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/04M_si1128_01M_sx103.wav,4000,4000.0,4000.0
105,105,04M,si1211,/project/pi_mfiterau_umass_edu/TCD_TIMIT/04M/straightcam/si1211.wav,43F,sx246,/project/pi_mfiterau_umass_edu/TCD_TIMIT/43F/straightcam/sx246.wav,Cafe,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/0/volunteers/04M/straightcam/si1211.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/04M_si1211_43F_sx246.wav,4000,4000.0,4000.0
106,106,04M,si1212,/project/pi_mfiterau_umass_edu/TCD_TIMIT/04M/straightcam/si1212.wav,24M,sx17,/project/pi_mfiterau_umass_edu/TCD_TIMIT/24M/straightcam/sx17.wav,Street,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/15/volunteers/04M/straightcam/si1212.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/04M_si1212_24M_sx17.wav,4000,4000.0,4000.0
107,107,04M,si1304,/project/pi_mfiterau_umass_edu/TCD_TIMIT/04M/straightcam/si1304.wav,14M,sx160,/project/pi_mfiterau_umass_edu/TCD_TIMIT/14M/straightcam/sx160.wav,Street,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/-5/volunteers/04M/straightcam/si1304.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/04M_si1304_14M_sx160.wav,4000,4000.0,4000.0
108,108,04M,si1305,/project/pi_mfiterau_umass_edu/TCD_TIMIT/04M/straightcam/si1305.wav,07F,sx354,/project/pi_mfiterau_umass_edu/TCD_TIMIT/07F/straightcam/sx354.wav,Street,20,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Street/20/volunteers/04M/straightcam/si1305.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/04M_si1305_07F_sx354.wav,4000,4000.0,4000.0
109,109,04M,si1309,/project/pi_mfiterau_umass_edu/TCD_TIMIT/04M/straightcam/si1309.wav,10M,si1381,/project/pi_mfiterau_umass_edu/TCD_TIMIT/10M/straightcam/si1381.wav,LR,10,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/10/volunteers/04M/straightcam/si1309.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/04M_si1309_10M_si1381.wav,4000,4000.0,4000.0
110,110,04M,si1483,/project/pi_mfiterau_umass_edu/TCD_TIMIT/04M/straightcam/si1483.wav,05F,si512,/project/pi_mfiterau_umass_edu/TCD_TIMIT/05F/straightcam/si512.wav,LR,5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/LR/5/volunteers/04M/straightcam/si1483.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/04M_si1483_05F_si512.wav,3520,3520.0,4000.0
111,111,04M,si1576,/project/pi_mfiterau_umass_edu/TCD_TIMIT/04M/straightcam/si1576.wav,01M,si1175,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/si1175.wav,Babble,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Babble/-5/volunteers/04M/straightcam/si1576.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/04M_si1576_01M_si1175.wav,3200,3200.0,4000.0
112,112,04M,si1610,/project/pi_mfiterau_umass_edu/TCD_TIMIT/04M/straightcam/si1610.wav,19M,sx221,/project/pi_mfiterau_umass_edu/TCD_TIMIT/19M/straightcam/sx221.wav,Cafe,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/0/volunteers/04M/straightcam/si1610.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/04M_si1610_19M_sx221.wav,4000,4000.0,4000.0
113,113,04M,si1660,/project/pi_mfiterau_umass_edu/TCD_TIMIT/04M/straightcam/si1660.wav,21M,sx70,/project/pi_mfiterau_umass_edu/TCD_TIMIT/21M/straightcam/sx70.wav,Cafe,0,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/0/volunteers/04M/straightcam/si1660.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/04M_si1660_21M_sx70.wav,3712,3712.0625,3712.0625
114,114,04M,si1667,/project/pi_mfiterau_umass_edu/TCD_TIMIT/04M/straightcam/si1667.wav,20M,sx58,/project/pi_mfiterau_umass_edu/TCD_TIMIT/20M/straightcam/sx58.wav,Cafe,15,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/Cafe/15/volunteers/04M/straightcam/si1667.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/04M_si1667_20M_sx58.wav,4000,4000.0,4000.0
115,115,04M,si1670,/project/pi_mfiterau_umass_edu/TCD_TIMIT/04M/straightcam/si1670.wav,02M,sx199,/project/pi_mfiterau_umass_edu/TCD_TIMIT/02M/straightcam/sx199.wav,White,-5,/project/pi_mfiterau_umass_edu/TCD_TIMIT_NOISE/White/-5/volunteers/04M/straightcam/si1670.wav,/project/pi_mfiterau_umass_edu/TCD_TIMIT_EXP/audio_mixture/04M_si1670_02M_sx199.wav,4000,4000.0,4000.0
