,spk,fid,audio_path,gray_video_path,optical_flow_path,audio_length,video_length,video_H,video_W
72,02M,sx285,/project/pi_mfiterau_umass_edu/TCD_TIMIT/02M/straightcam/sx285.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/02M/sx285.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/02M/sx285.npy,68950,269,67,67
73,02M,sx286,/project/pi_mfiterau_umass_edu/TCD_TIMIT/02M/straightcam/sx286.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/02M/sx286.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/02M/sx286.npy,83969,325,67,67
74,02M,sx288,/project/pi_mfiterau_umass_edu/TCD_TIMIT/02M/straightcam/sx288.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/02M/sx288.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/02M/sx288.npy,75436,292,67,67
75,02M,sx289,/project/pi_mfiterau_umass_edu/TCD_TIMIT/02M/straightcam/sx289.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/02M/sx289.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/02M/sx289.npy,72022,279,67,67
76,02M,sx290,/project/pi_mfiterau_umass_edu/TCD_TIMIT/02M/straightcam/sx290.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/02M/sx290.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/02M/sx290.npy,79532,309,67,67
77,02M,sx291,/project/pi_mfiterau_umass_edu/TCD_TIMIT/02M/straightcam/sx291.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/02M/sx291.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/02M/sx291.npy,62806,244,67,67
78,02M,sx292,/project/pi_mfiterau_umass_edu/TCD_TIMIT/02M/straightcam/sx292.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/02M/sx292.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/02M/sx292.npy,76800,298,67,67
79,02M,sx293,/project/pi_mfiterau_umass_edu/TCD_TIMIT/02M/straightcam/sx293.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/02M/sx293.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/02M/sx293.npy,72705,284,67,67
80,02M,sx295,/project/pi_mfiterau_umass_edu/TCD_TIMIT/02M/straightcam/sx295.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/02M/sx295.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/02M/sx295.npy,74753,292,67,67
81,02M,sx296,/project/pi_mfiterau_umass_edu/TCD_TIMIT/02M/straightcam/sx296.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/02M/sx296.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/02M/sx296.npy,64172,248,67,67
82,02M,sx306,/project/pi_mfiterau_umass_edu/TCD_TIMIT/02M/straightcam/sx306.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/02M/sx306.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/02M/sx306.npy,59393,231,67,67
83,02M,sx349,/project/pi_mfiterau_umass_edu/TCD_TIMIT/02M/straightcam/sx349.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/02M/sx349.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/02M/sx349.npy,90454,352,67,67
84,02M,sx36,/project/pi_mfiterau_umass_edu/TCD_TIMIT/02M/straightcam/sx36.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/02M/sx36.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/02M/sx36.npy,76459,296,67,67
85,02M,sx375,/project/pi_mfiterau_umass_edu/TCD_TIMIT/02M/straightcam/sx375.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/02M/sx375.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/02M/sx375.npy,75094,292,67,67
86,02M,sx376,/project/pi_mfiterau_umass_edu/TCD_TIMIT/02M/straightcam/sx376.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/02M/sx376.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/02M/sx376.npy,69974,271,67,67
87,02M,sx378,/project/pi_mfiterau_umass_edu/TCD_TIMIT/02M/straightcam/sx378.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/02M/sx378.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/02M/sx378.npy,69292,269,67,67
88,02M,sx379,/project/pi_mfiterau_umass_edu/TCD_TIMIT/02M/straightcam/sx379.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/02M/sx379.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/02M/sx379.npy,65537,254,67,67
89,02M,sx380,/project/pi_mfiterau_umass_edu/TCD_TIMIT/02M/straightcam/sx380.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/02M/sx380.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/02M/sx380.npy,60758,236,67,67
90,02M,sx381,/project/pi_mfiterau_umass_edu/TCD_TIMIT/02M/straightcam/sx381.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/02M/sx381.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/02M/sx381.npy,63147,246,67,67
91,02M,sx382,/project/pi_mfiterau_umass_edu/TCD_TIMIT/02M/straightcam/sx382.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/02M/sx382.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/02M/sx382.npy,73729,286,67,67
92,02M,sx383,/project/pi_mfiterau_umass_edu/TCD_TIMIT/02M/straightcam/sx383.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/02M/sx383.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/02M/sx383.npy,68609,267,67,67
93,02M,sx385,/project/pi_mfiterau_umass_edu/TCD_TIMIT/02M/straightcam/sx385.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/02M/sx385.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/02M/sx385.npy,59734,231,67,67
94,02M,sx386,/project/pi_mfiterau_umass_edu/TCD_TIMIT/02M/straightcam/sx386.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/02M/sx386.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/02M/sx386.npy,57345,223,67,67
95,02M,sx396,/project/pi_mfiterau_umass_edu/TCD_TIMIT/02M/straightcam/sx396.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/02M/sx396.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/02M/sx396.npy,79532,309,67,67
96,02M,sx437,/project/pi_mfiterau_umass_edu/TCD_TIMIT/02M/straightcam/sx437.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/02M/sx437.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/02M/sx437.npy,83286,323,67,67
97,02M,sx77,/project/pi_mfiterau_umass_edu/TCD_TIMIT/02M/straightcam/sx77.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/02M/sx77.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/02M/sx77.npy,69974,273,67,67
98,01M,sa1,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/sa1.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/01M/sa1.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/01M/sa1.npy,82945,323,67,67
99,01M,sa2,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/sa2.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/01M/sa2.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/01M/sa2.npy,76118,296,67,67
100,01M,si1004,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/si1004.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/01M/si1004.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/01M/si1004.npy,103766,405,67,67
101,01M,si1092,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/si1092.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/01M/si1092.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/01M/si1092.npy,59052,229,67,67
102,01M,si1174,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/si1174.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/01M/si1174.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/01M/si1174.npy,72705,284,67,67
103,01M,si1175,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/si1175.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/01M/si1175.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/01M/si1175.npy,99670,388,67,67
104,01M,si1178,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/si1178.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/01M/si1178.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/01M/si1178.npy,98305,384,67,67
105,01M,si1266,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/si1266.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/01M/si1266.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/01M/si1266.npy,69974,271,67,67
106,01M,si1447,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/si1447.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/01M/si1447.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/01M/si1447.npy,103766,405,67,67
107,01M,si1453,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/si1453.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/01M/si1453.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/01M/si1453.npy,109227,425,67,67
108,01M,si1540,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/si1540.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/01M/si1540.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/01M/si1540.npy,96939,377,67,67
109,01M,si1590,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/si1590.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/01M/si1590.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/01M/si1590.npy,74412,290,67,67
110,01M,si1634,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/si1634.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/01M/si1634.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/01M/si1634.npy,68950,269,67,67
111,01M,si1722,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/si1722.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/01M/si1722.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/01M/si1722.npy,103083,402,67,67
112,01M,si1808,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/si1808.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/01M/si1808.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/01M/si1808.npy,77825,302,67,67
113,01M,si1896,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/si1896.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/01M/si1896.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/01M/si1896.npy,106156,413,67,67
114,01M,si1901,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/si1901.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/01M/si1901.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/01M/si1901.npy,87723,342,67,67
115,01M,si2077,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/si2077.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/01M/si2077.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/01M/si2077.npy,95574,371,67,67
116,01M,si2083,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/si2083.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/01M/si2083.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/01M/si2083.npy,79532,309,67,67
117,01M,si2109,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/si2109.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/01M/si2109.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/01M/si2109.npy,101036,394,67,67
118,01M,si2128,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/si2128.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/01M/si2128.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/01M/si2128.npy,105473,411,67,67
119,01M,si2170,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/si2170.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/01M/si2170.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/01M/si2170.npy,91137,355,67,67
120,01M,si2220,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/si2220.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/01M/si2220.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/01M/si2220.npy,81238,317,67,67
121,01M,si2259,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/si2259.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/01M/si2259.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/01M/si2259.npy,73046,284,67,67
122,01M,si462,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/si462.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/01M/si462.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/01M/si462.npy,102742,400,67,67
123,01M,si530,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/si530.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/01M/si530.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/01M/si530.npy,94892,369,67,67
124,01M,si544,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/si544.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/01M/si544.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/01M/si544.npy,81579,317,67,67
125,01M,si545,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/si545.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/01M/si545.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/01M/si545.npy,58710,227,67,67
126,01M,si548,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/si548.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/01M/si548.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/01M/si548.npy,53932,209,67,67
127,01M,si560,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/si560.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/01M/si560.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/01M/si560.npy,97622,380,67,67
128,01M,si636,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/si636.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/01M/si636.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/01M/si636.npy,105814,411,67,67
129,01M,si641,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/si641.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/01M/si641.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/01M/si641.npy,107862,419,67,67
130,01M,si776,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/si776.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/01M/si776.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/01M/si776.npy,59052,229,67,67
131,01M,si817,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/si817.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/01M/si817.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/01M/si817.npy,74753,290,67,67
132,01M,si823,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/si823.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/01M/si823.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/01M/si823.npy,71680,279,67,67
133,01M,si910,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/si910.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/01M/si910.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/01M/si910.npy,81238,315,67,67
134,01M,si960,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/si960.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/01M/si960.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/01M/si960.npy,104107,405,67,67
135,01M,si999,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/si999.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/01M/si999.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/01M/si999.npy,64172,248,67,67
136,01M,sx10,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/sx10.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/01M/sx10.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/01M/sx10.npy,71680,277,67,67
137,01M,sx100,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/sx100.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/01M/sx100.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/01M/sx100.npy,74070,288,67,67
138,01M,sx101,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/sx101.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/01M/sx101.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/01M/sx101.npy,94550,367,67,67
139,01M,sx102,/project/pi_mfiterau_umass_edu/TCD_TIMIT/01M/straightcam/sx102.wav,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_gray_nmcroi_dataout/01M/sx102.npy,/project/pi_mfiterau_umass_edu/sidong/speech/dataset/tcd_timit/script/dda_optical_flow_nmcroi_dataout/01M/sx102.npy,91478,357,67,67
